C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/charscnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)

counter#4111  epoch: 3, test mean loss=0.48058615148500367, test accuracy=0.8055000000000008

counter#4112  epoch: 3, test mean loss=0.4724738326117884, test accuracy=0.8025000000000009

counter#4113  epoch: 3, test mean loss=0.47450881494971553, test accuracy=0.8015000000000008

counter#4114  epoch: 3, test mean loss=0.4763945247221704, test accuracy=0.8020000000000007

counter#4115  epoch: 3, test mean loss=0.4803519211371179, test accuracy=0.805500000000001

counter#4116  epoch: 3, test mean loss=0.4799247601920616, test accuracy=0.8040000000000009

counter#4117  epoch: 3, test mean loss=0.4764364527015688, test accuracy=0.8020000000000007

counter#4118  epoch: 3, test mean loss=0.47414914556708865, test accuracy=0.8015000000000011

counter#4119  epoch: 3, test mean loss=0.47888521618888386, test accuracy=0.8015000000000009

counter#4120  epoch: 3, test mean loss=0.47884711947169, test accuracy=0.7985000000000007

counter#4121  epoch: 3, test mean loss=0.486374734362913, test accuracy=0.7910000000000005

counter#4122  epoch: 3, test mean loss=0.4968097210548333, test accuracy=0.7769999999999999

counter#4123  epoch: 3, test mean loss=0.4833200003815884, test accuracy=0.782

counter#4124  epoch: 3, test mean loss=0.48657800494662845, test accuracy=0.7765

counter#4125  epoch: 3, test mean loss=0.4897765201141301, test accuracy=0.7735

counter#4126  epoch: 3, test mean loss=0.4988846233808544, test accuracy=0.7695000000000001

counter#4127  epoch: 3, test mean loss=0.5146597410566655, test accuracy=0.7595000000000003

counter#4128  epoch: 3, test mean loss=0.4968496266838324, test accuracy=0.7649999999999999

counter#4129  epoch: 3, test mean loss=0.4943114200067049, test accuracy=0.7705000000000001

counter#4130  epoch: 3, test mean loss=0.49387100926057853, test accuracy=0.77

counter#4131  epoch: 3, test mean loss=0.49118833789380384, test accuracy=0.7775

counter#4132  epoch: 3, test mean loss=0.49516872175032545, test accuracy=0.7790000000000004

counter#4133  epoch: 3, test mean loss=0.5000966686763851, test accuracy=0.7765000000000002

counter#4134  epoch: 3, test mean loss=0.4799561040656058, test accuracy=0.7875000000000003

counter#4135  epoch: 3, test mean loss=0.48022708636440387, test accuracy=0.7910000000000005

counter#4136  epoch: 3, test mean loss=0.47285522312437633, test accuracy=0.7975000000000009

counter#4137  epoch: 3, test mean loss=0.46617114662783377, test accuracy=0.8065000000000014

counter#4138  epoch: 3, test mean loss=0.4546521291156519, test accuracy=0.8025000000000013

counter#4139  epoch: 3, test mean loss=0.4552091432876445, test accuracy=0.8025000000000009

counter#4140  epoch: 3, test mean loss=0.4571701987216432, test accuracy=0.8030000000000009

counter#4141  epoch: 3, test mean loss=0.45936826940208164, test accuracy=0.802500000000001

counter#4142  epoch: 3, test mean loss=0.45997061903813136, test accuracy=0.8030000000000013

counter#4143  epoch: 3, test mean loss=0.4623717615029969, test accuracy=0.8030000000000008

counter#4144  epoch: 3, test mean loss=0.4650722641856531, test accuracy=0.8030000000000012

counter#4145  epoch: 3, test mean loss=0.4597382033474123, test accuracy=0.8040000000000007

counter#4146  epoch: 3, test mean loss=0.46079376014387036, test accuracy=0.8045000000000009

counter#4147  epoch: 3, test mean loss=0.4710002695640374, test accuracy=0.805500000000001

counter#4148  epoch: 3, test mean loss=0.46217551038518534, test accuracy=0.8050000000000008

counter#4149  epoch: 3, test mean loss=0.463781908153454, test accuracy=0.8050000000000008

counter#4150  epoch: 3, test mean loss=0.4599729616758508, test accuracy=0.8045000000000012

counter#4151  epoch: 3, test mean loss=0.46175645360934964, test accuracy=0.8065000000000009

counter#4152  epoch: 3, test mean loss=0.4626506885491253, test accuracy=0.8060000000000008

counter#4153  epoch: 3, test mean loss=0.4630589705259449, test accuracy=0.8035000000000008

counter#4154  epoch: 3, test mean loss=0.4707820523753358, test accuracy=0.8095000000000008

counter#4155  epoch: 3, test mean loss=0.4731738165115877, test accuracy=0.8090000000000007

counter#4156  epoch: 3, test mean loss=0.45437588036934434, test accuracy=0.8030000000000008

counter#4157  epoch: 3, test mean loss=0.45325127974164403, test accuracy=0.7940000000000006

counter#4158  epoch: 3, test mean loss=0.4518145319033339, test accuracy=0.7895000000000003

counter#4159  epoch: 3, test mean loss=0.45603488060855296, test accuracy=0.7775

counter#4160  epoch: 3, test mean loss=0.4612417435011224, test accuracy=0.7725000000000002

counter#4161  epoch: 3, test mean loss=0.4612956730767424, test accuracy=0.7725

counter#4162  epoch: 3, test mean loss=0.4502753207242643, test accuracy=0.7860000000000003

counter#4163  epoch: 3, test mean loss=0.44568903292556183, test accuracy=0.8010000000000006

counter#4164  epoch: 3, test mean loss=0.44807454865415225, test accuracy=0.8000000000000006

counter#4165  epoch: 3, test mean loss=0.4516111084658817, test accuracy=0.7905000000000004

counter#4166  epoch: 3, test mean loss=0.45106281990812397, test accuracy=0.7900000000000005

counter#4167  epoch: 3, test mean loss=0.460603127492201, test accuracy=0.779

counter#4168  epoch: 3, test mean loss=0.4489384741160526, test accuracy=0.7990000000000006

counter#4169  epoch: 3, test mean loss=0.45367467196875744, test accuracy=0.7920000000000003

counter#4170  epoch: 3, test mean loss=0.45262009523635166, test accuracy=0.7910000000000004

counter#4171  epoch: 3, test mean loss=0.44939598850298906, test accuracy=0.7935000000000005

counter#4172  epoch: 3, test mean loss=0.4464650439682007, test accuracy=0.8025000000000005

counter#4173  epoch: 3, test mean loss=0.4490332855282004, test accuracy=0.8050000000000006

counter#4174  epoch: 3, test mean loss=0.4523178261343012, test accuracy=0.8065000000000009

counter#4175  epoch: 3, test mean loss=0.45169489815287095, test accuracy=0.8070000000000008

counter#4176  epoch: 3, test mean loss=0.4631411735880853, test accuracy=0.814500000000001

counter#4177  epoch: 3, test mean loss=0.4519570612019344, test accuracy=0.8085000000000008

counter#4178  epoch: 3, test mean loss=0.4569553135023171, test accuracy=0.8080000000000008

counter#4179  epoch: 3, test mean loss=0.45261402908027604, test accuracy=0.8065000000000009

counter#4180  epoch: 3, test mean loss=0.4473230643116227, test accuracy=0.8050000000000008

counter#4181  epoch: 3, test mean loss=0.44422156752757863, test accuracy=0.8010000000000004

counter#4182  epoch: 3, test mean loss=0.44093547760418983, test accuracy=0.7955000000000004

counter#4183  epoch: 3, test mean loss=0.4413405710141059, test accuracy=0.7955000000000004

counter#4184  epoch: 3, test mean loss=0.4419817349191171, test accuracy=0.8065000000000004

counter#4185  epoch: 3, test mean loss=0.4395036516498601, test accuracy=0.7960000000000005

counter#4186  epoch: 3, test mean loss=0.43850073745391577, test accuracy=0.8070000000000006

counter#4187  epoch: 3, test mean loss=0.43940945059011044, test accuracy=0.8080000000000005

counter#4188  epoch: 3, test mean loss=0.4408396677576696, test accuracy=0.8085000000000007

counter#4189  epoch: 3, test mean loss=0.443058779632664, test accuracy=0.8050000000000006

counter#4190  epoch: 3, test mean loss=0.44509409399091354, test accuracy=0.8050000000000008

counter#4191  epoch: 3, test mean loss=0.44860688004682303, test accuracy=0.8130000000000008

counter#4192  epoch: 3, test mean loss=0.4406370369333616, test accuracy=0.8065000000000007

counter#4193  epoch: 3, test mean loss=0.4419065216318079, test accuracy=0.8055000000000007

counter#4194  epoch: 3, test mean loss=0.4434986212422076, test accuracy=0.8025000000000003

counter#4195  epoch: 3, test mean loss=0.44382547067453276, test accuracy=0.8055000000000007

counter#4196  epoch: 3, test mean loss=0.44423528626570435, test accuracy=0.8075000000000007

counter#4197  epoch: 3, test mean loss=0.44630594425253584, test accuracy=0.8055000000000008

counter#4198  epoch: 3, test mean loss=0.4474802810150703, test accuracy=0.8100000000000009

counter#4199  epoch: 3, test mean loss=0.4514903110622672, test accuracy=0.809000000000001

counter#4200  epoch: 3, test mean loss=0.4515957505838147, test accuracy=0.8100000000000009

counter#4201  epoch: 3, test mean loss=0.4549042205212573, test accuracy=0.8085000000000009

counter#4202  epoch: 3, test mean loss=0.45697590302297897, test accuracy=0.810500000000001

counter#4203  epoch: 3, test mean loss=0.45571001223042357, test accuracy=0.8095000000000009

counter#4204  epoch: 3, test mean loss=0.45157123863196813, test accuracy=0.809500000000001

counter#4205  epoch: 3, test mean loss=0.4534446430842982, test accuracy=0.807500000000001

counter#4206  epoch: 3, test mean loss=0.44678839420971384, test accuracy=0.8080000000000007

counter#4207  epoch: 3, test mean loss=0.4466921773128077, test accuracy=0.8050000000000003

counter#4208  epoch: 3, test mean loss=0.4482293470817067, test accuracy=0.8045000000000003

counter#4209  epoch: 3, test mean loss=0.446076133154359, test accuracy=0.8020000000000003

counter#4210  epoch: 3, test mean loss=0.4476400403884053, test accuracy=0.8035000000000005

counter#4211  epoch: 3, test mean loss=0.4476437540793194, test accuracy=0.8095000000000009

counter#4212  epoch: 3, test mean loss=0.4452961623863949, test accuracy=0.8040000000000005

counter#4213  epoch: 3, test mean loss=0.44723762183789156, test accuracy=0.8075000000000009

counter#4214  epoch: 3, test mean loss=0.45014655119015023, test accuracy=0.8050000000000007

counter#4215  epoch: 3, test mean loss=0.4563698714299671, test accuracy=0.7905000000000004

counter#4216  epoch: 3, test mean loss=0.4592123855273129, test accuracy=0.7870000000000001

counter#4217  epoch: 3, test mean loss=0.46389038873589433, test accuracy=0.7835000000000004

counter#4218  epoch: 3, test mean loss=0.45867006667885074, test accuracy=0.7895000000000004

counter#4219  epoch: 3, test mean loss=0.4633187879223821, test accuracy=0.7900000000000006

counter#4220  epoch: 3, test mean loss=0.4591517839813345, test accuracy=0.7990000000000002

counter#4221  epoch: 3, test mean loss=0.45363727155261935, test accuracy=0.8080000000000007

counter#4222  epoch: 3, test mean loss=0.4503479335329933, test accuracy=0.8075000000000009

counter#4223  epoch: 3, test mean loss=0.4545211666986151, test accuracy=0.8065000000000011

counter#4224  epoch: 3, test mean loss=0.4470211690107597, test accuracy=0.8080000000000009

counter#4225  epoch: 3, test mean loss=0.4467211649050417, test accuracy=0.8090000000000007

counter#4226  epoch: 3, test mean loss=0.44413474004878933, test accuracy=0.8065000000000008

counter#4227  epoch: 3, test mean loss=0.44027744805034047, test accuracy=0.8080000000000009

counter#4228  epoch: 3, test mean loss=0.4375422404197787, test accuracy=0.8080000000000008

counter#4229  epoch: 3, test mean loss=0.44004796452745415, test accuracy=0.8090000000000007

counter#4230  epoch: 3, test mean loss=0.4392569563841594, test accuracy=0.8065000000000007

counter#4231  epoch: 3, test mean loss=0.43505948900833785, test accuracy=0.8095000000000008

counter#4232  epoch: 3, test mean loss=0.43502267337056694, test accuracy=0.8070000000000007

counter#4233  epoch: 3, test mean loss=0.43741193736917217, test accuracy=0.8055000000000007

counter#4234  epoch: 3, test mean loss=0.43691016482377065, test accuracy=0.8035000000000007

counter#4235  epoch: 3, test mean loss=0.437118095119405, test accuracy=0.8035000000000005

counter#4236  epoch: 3, test mean loss=0.4565884716825891, test accuracy=0.7700000000000001

counter#4237  epoch: 3, test mean loss=0.4386032701454022, test accuracy=0.7980000000000004

counter#4238  epoch: 3, test mean loss=0.43838996983766093, test accuracy=0.7990000000000005

counter#4239  epoch: 3, test mean loss=0.4477794267827959, test accuracy=0.7790000000000002

counter#4240  epoch: 3, test mean loss=0.4428667852344297, test accuracy=0.7920000000000005

counter#4241  epoch: 3, test mean loss=0.4401174761923372, test accuracy=0.7975000000000004

counter#4242  epoch: 3, test mean loss=0.4440673656603731, test accuracy=0.7900000000000005

counter#4243  epoch: 3, test mean loss=0.45596460012409556, test accuracy=0.7725

counter#4244  epoch: 3, test mean loss=0.4513743610973139, test accuracy=0.7765000000000002

counter#4245  epoch: 3, test mean loss=0.4539947167671287, test accuracy=0.7740000000000002

counter#4246  epoch: 3, test mean loss=0.4439564534796146, test accuracy=0.7920000000000003

counter#4247  epoch: 3, test mean loss=0.4387028221488162, test accuracy=0.7985000000000002

counter#4248  epoch: 3, test mean loss=0.44758278222321374, test accuracy=0.7850000000000003

counter#4249  epoch: 3, test mean loss=0.440966598091564, test accuracy=0.7935000000000003

counter#4250  epoch: 3, test mean loss=0.44427478417825883, test accuracy=0.7890000000000004

counter#4251  epoch: 3, test mean loss=0.43922499336703313, test accuracy=0.7960000000000005

counter#4252  epoch: 3, test mean loss=0.4391136702274412, test accuracy=0.7990000000000004

counter#4253  epoch: 3, test mean loss=0.43478130215243477, test accuracy=0.8065000000000004

counter#4254  epoch: 3, test mean loss=0.4352759474134034, test accuracy=0.8070000000000005

counter#4255  epoch: 3, test mean loss=0.44203835061921304, test accuracy=0.7950000000000004

counter#4256  epoch: 3, test mean loss=0.4424168695874118, test accuracy=0.7945000000000003

counter#4257  epoch: 3, test mean loss=0.4416978019712711, test accuracy=0.8000000000000003

counter#4258  epoch: 3, test mean loss=0.44344671554981774, test accuracy=0.7960000000000004

counter#4259  epoch: 3, test mean loss=0.4392476701722339, test accuracy=0.8050000000000006

counter#4260  epoch: 3, test mean loss=0.43545914562615595, test accuracy=0.8040000000000006

counter#4261  epoch: 3, test mean loss=0.43587028461390814, test accuracy=0.8080000000000007

counter#4262  epoch: 3, test mean loss=0.4372778650892286, test accuracy=0.8075000000000006

counter#4263  epoch: 3, test mean loss=0.4345937135095231, test accuracy=0.8070000000000006

counter#4264  epoch: 3, test mean loss=0.43669075791513884, test accuracy=0.8105000000000008

counter#4265  epoch: 3, test mean loss=0.44258386697351654, test accuracy=0.812500000000001

counter#4266  epoch: 3, test mean loss=0.45115917986767257, test accuracy=0.8140000000000011

counter#4267  epoch: 3, test mean loss=0.4483716176522303, test accuracy=0.812500000000001

counter#4268  epoch: 3, test mean loss=0.446198923471356, test accuracy=0.8095000000000009

counter#4269  epoch: 3, test mean loss=0.4473946195621074, test accuracy=0.809500000000001

counter#4270  epoch: 3, test mean loss=0.4531932458669482, test accuracy=0.812500000000001

counter#4271  epoch: 3, test mean loss=0.4595813969159863, test accuracy=0.8110000000000009

counter#4272  epoch: 3, test mean loss=0.4685940493618007, test accuracy=0.8075000000000007

counter#4273  epoch: 3, test mean loss=0.46759871254310653, test accuracy=0.8095000000000009

counter#4274  epoch: 3, test mean loss=0.43375206188740767, test accuracy=0.8095000000000006

counter#4275  epoch: 3, test mean loss=0.43814703329761173, test accuracy=0.810500000000001

counter#4276  epoch: 3, test mean loss=0.4399193056313587, test accuracy=0.8120000000000008

counter#4277  epoch: 3, test mean loss=0.4493951358612805, test accuracy=0.8130000000000009

counter#4278  epoch: 3, test mean loss=0.4417243991302695, test accuracy=0.8135000000000009

counter#4279  epoch: 3, test mean loss=0.44874442156003974, test accuracy=0.8115000000000009

counter#4280  epoch: 3, test mean loss=0.46531507391923704, test accuracy=0.8115000000000008

counter#4281  epoch: 3, test mean loss=0.46725483947981705, test accuracy=0.8110000000000008

counter#4282  epoch: 3, test mean loss=0.4601513785031118, test accuracy=0.8095000000000009

counter#4283  epoch: 3, test mean loss=0.44200459014724836, test accuracy=0.813000000000001

counter#4284  epoch: 3, test mean loss=0.4331013357185645, test accuracy=0.8045000000000008

counter#4285  epoch: 3, test mean loss=0.43890009953527875, test accuracy=0.8125000000000009

counter#4286  epoch: 3, test mean loss=0.4395305548471676, test accuracy=0.811500000000001

counter#4287  epoch: 3, test mean loss=0.4341343003411343, test accuracy=0.8055000000000007

counter#4288  epoch: 3, test mean loss=0.43322079263766045, test accuracy=0.8040000000000005

counter#4289  epoch: 3, test mean loss=0.4345199603285033, test accuracy=0.8015000000000008

counter#4290  epoch: 3, test mean loss=0.44524807510359854, test accuracy=0.7905000000000005

counter#4291  epoch: 3, test mean loss=0.44488986692621957, test accuracy=0.7850000000000001

counter#4292  epoch: 3, test mean loss=0.4380034213823912, test accuracy=0.7930000000000006

counter#4293  epoch: 3, test mean loss=0.4384387609519396, test accuracy=0.7935000000000005

counter#4294  epoch: 3, test mean loss=0.43904295715901176, test accuracy=0.7910000000000007

counter#4295  epoch: 3, test mean loss=0.43727666516132496, test accuracy=0.7965000000000008

counter#4296  epoch: 3, test mean loss=0.4336279314312157, test accuracy=0.803500000000001

counter#4297  epoch: 3, test mean loss=0.4566881225157289, test accuracy=0.7720000000000001

counter#4298  epoch: 3, test mean loss=0.46120607415960135, test accuracy=0.7680000000000006

counter#4299  epoch: 3, test mean loss=0.44686168892918443, test accuracy=0.7850000000000005

counter#4300  epoch: 3, test mean loss=0.46405883903113015, test accuracy=0.7710000000000005

counter#4301  epoch: 3, test mean loss=0.4517355517581694, test accuracy=0.7795000000000002

counter#4302  epoch: 3, test mean loss=0.4511268231551394, test accuracy=0.7810000000000004

counter#4303  epoch: 3, test mean loss=0.46851312717416127, test accuracy=0.7740000000000005

counter#4304  epoch: 3, test mean loss=0.46856537245292335, test accuracy=0.7745000000000006

counter#4305  epoch: 3, test mean loss=0.46760650280522514, test accuracy=0.7760000000000007

counter#4306  epoch: 3, test mean loss=0.45686765231850807, test accuracy=0.7780000000000008

counter#4307  epoch: 3, test mean loss=0.43678650774246885, test accuracy=0.8005000000000007

counter#4308  epoch: 3, test mean loss=0.44659130650233236, test accuracy=0.7830000000000008

counter#4309  epoch: 3, test mean loss=0.44510075784831776, test accuracy=0.7870000000000006

counter#4310  epoch: 3, test mean loss=0.4388797296838296, test accuracy=0.7960000000000007

counter#4311  epoch: 3, test mean loss=0.44942632120133086, test accuracy=0.7810000000000007

counter#4312  epoch: 3, test mean loss=0.44619194710326104, test accuracy=0.7870000000000007

counter#4313  epoch: 3, test mean loss=0.4601414994533093, test accuracy=0.7790000000000005

counter#4314  epoch: 3, test mean loss=0.4641634689835385, test accuracy=0.7770000000000005

counter#4315  epoch: 3, test mean loss=0.44814997208518276, test accuracy=0.7810000000000008

counter#4316  epoch: 3, test mean loss=0.43970731117737316, test accuracy=0.7930000000000007

counter#4317  epoch: 3, test mean loss=0.44273089746424965, test accuracy=0.7900000000000007

counter#4318  epoch: 3, test mean loss=0.4451173592783269, test accuracy=0.7900000000000007

counter#4319  epoch: 3, test mean loss=0.4427419157354201, test accuracy=0.7980000000000005

counter#4320  epoch: 3, test mean loss=0.44623153365425106, test accuracy=0.7950000000000006

counter#4321  epoch: 3, test mean loss=0.4509010500662466, test accuracy=0.7895000000000006

counter#4322  epoch: 3, test mean loss=0.45113645502550265, test accuracy=0.7920000000000005

counter#4323  epoch: 3, test mean loss=0.44829193437411136, test accuracy=0.8020000000000006

counter#4324  epoch: 3, test mean loss=0.4586839900488917, test accuracy=0.7825000000000005

counter#4325  epoch: 3, test mean loss=0.44243830000706486, test accuracy=0.8000000000000008

counter#4326  epoch: 3, test mean loss=0.45404444472922983, test accuracy=0.7855000000000005

counter#4327  epoch: 3, test mean loss=0.4620648221127751, test accuracy=0.7775000000000004

counter#4328  epoch: 3, test mean loss=0.46621545786341756, test accuracy=0.7775000000000005

counter#4329  epoch: 3, test mean loss=0.45900170204544943, test accuracy=0.7780000000000007

counter#4330  epoch: 3, test mean loss=0.45310362348270916, test accuracy=0.7850000000000006

counter#4331  epoch: 3, test mean loss=0.4519188582819703, test accuracy=0.7945000000000008

counter#4332  epoch: 3, test mean loss=0.44470571854331564, test accuracy=0.7995000000000005

counter#4333  epoch: 3, test mean loss=0.44662642154565646, test accuracy=0.7945000000000008

counter#4334  epoch: 3, test mean loss=0.44712636668167977, test accuracy=0.7955000000000007

counter#4335  epoch: 3, test mean loss=0.4402875646521906, test accuracy=0.8080000000000008

counter#4336  epoch: 3, test mean loss=0.44205240998302103, test accuracy=0.8070000000000008

counter#4337  epoch: 3, test mean loss=0.44408779745741106, test accuracy=0.8080000000000008

counter#4338  epoch: 3, test mean loss=0.4475700768909252, test accuracy=0.8105000000000011

counter#4339  epoch: 3, test mean loss=0.45601778581272023, test accuracy=0.8085000000000009

counter#4340  epoch: 3, test mean loss=0.4624421802754393, test accuracy=0.8070000000000008

counter#4341  epoch: 3, test mean loss=0.4637848334539194, test accuracy=0.8075000000000009

counter#4342  epoch: 3, test mean loss=0.45614289314117057, test accuracy=0.8080000000000012

counter#4343  epoch: 3, test mean loss=0.45404107162239654, test accuracy=0.8105000000000011

counter#4344  epoch: 3, test mean loss=0.46199405530766013, test accuracy=0.8080000000000009

counter#4345  epoch: 3, test mean loss=0.4608938684104091, test accuracy=0.8070000000000008

counter#4346  epoch: 3, test mean loss=0.4654410905643961, test accuracy=0.8070000000000008

counter#4347  epoch: 3, test mean loss=0.4466373061684717, test accuracy=0.8010000000000006

counter#4348  epoch: 3, test mean loss=0.4475071918164268, test accuracy=0.7955000000000009

counter#4349  epoch: 3, test mean loss=0.44374873002512466, test accuracy=0.809000000000001

counter#4350  epoch: 3, test mean loss=0.44517780946583313, test accuracy=0.809000000000001

counter#4351  epoch: 3, test mean loss=0.44324682237592156, test accuracy=0.807000000000001

counter#4352  epoch: 3, test mean loss=0.44588288199188186, test accuracy=0.807500000000001

counter#4353  epoch: 3, test mean loss=0.4474913203069805, test accuracy=0.8065000000000009

counter#4354  epoch: 3, test mean loss=0.4486072016727532, test accuracy=0.8015000000000009

counter#4355  epoch: 3, test mean loss=0.4500491929649189, test accuracy=0.7975000000000008

counter#4356  epoch: 3, test mean loss=0.45634235389267064, test accuracy=0.7905000000000005

counter#4357  epoch: 3, test mean loss=0.4532926086772136, test accuracy=0.807500000000001

counter#4358  epoch: 3, test mean loss=0.4547132209454381, test accuracy=0.807000000000001

counter#4359  epoch: 3, test mean loss=0.458119489947781, test accuracy=0.8080000000000009

counter#4360  epoch: 3, test mean loss=0.4575678649341337, test accuracy=0.806000000000001

counter#4361  epoch: 3, test mean loss=0.45836527991933507, test accuracy=0.8080000000000009

counter#4362  epoch: 3, test mean loss=0.45616819133938874, test accuracy=0.8060000000000008

counter#4363  epoch: 3, test mean loss=0.45638366496199645, test accuracy=0.8080000000000008

counter#4364  epoch: 3, test mean loss=0.4602758841782256, test accuracy=0.8060000000000009

counter#4365  epoch: 3, test mean loss=0.4598940053151869, test accuracy=0.8085000000000007

counter#4366  epoch: 3, test mean loss=0.4627851150321129, test accuracy=0.8070000000000012

counter#4367  epoch: 3, test mean loss=0.4749207181251676, test accuracy=0.805500000000001

counter#4368  epoch: 3, test mean loss=0.4780434432737016, test accuracy=0.8065000000000007

counter#4369  epoch: 3, test mean loss=0.44422139518924, test accuracy=0.8055000000000008

counter#4370  epoch: 3, test mean loss=0.4440446615638707, test accuracy=0.8070000000000007

counter#4371  epoch: 3, test mean loss=0.4469435847167194, test accuracy=0.8070000000000007

counter#4372  epoch: 3, test mean loss=0.4495920812585971, test accuracy=0.8065000000000008

counter#4373  epoch: 3, test mean loss=0.4500043511494428, test accuracy=0.8105000000000008

counter#4374  epoch: 3, test mean loss=0.44997107188372787, test accuracy=0.8105000000000008

counter#4375  epoch: 3, test mean loss=0.45014566074368995, test accuracy=0.8105000000000008

counter#4376  epoch: 3, test mean loss=0.44739022994227773, test accuracy=0.8020000000000007

counter#4377  epoch: 3, test mean loss=0.45100329732163713, test accuracy=0.8000000000000007

counter#4378  epoch: 3, test mean loss=0.45289253511287264, test accuracy=0.8100000000000008

counter#4379  epoch: 3, test mean loss=0.4510754936880361, test accuracy=0.8080000000000008

counter#4380  epoch: 3, test mean loss=0.45334253337743774, test accuracy=0.8035000000000007

counter#4381  epoch: 3, test mean loss=0.4576470319237342, test accuracy=0.7995000000000005

counter#4382  epoch: 3, test mean loss=0.4670989063340953, test accuracy=0.7870000000000006

counter#4383  epoch: 3, test mean loss=0.47401323773639303, test accuracy=0.7825000000000004

counter#4384  epoch: 3, test mean loss=0.4810159960979359, test accuracy=0.7805000000000004

counter#4385  epoch: 3, test mean loss=0.45192127690610767, test accuracy=0.7940000000000006

counter#4386  epoch: 3, test mean loss=0.4532854204772412, test accuracy=0.7940000000000006

counter#4387  epoch: 3, test mean loss=0.48534034840078566, test accuracy=0.7715000000000003

counter#4388  epoch: 3, test mean loss=0.4713741350010446, test accuracy=0.7795000000000003

counter#4389  epoch: 3, test mean loss=0.460676027684076, test accuracy=0.7855000000000001

counter#4390  epoch: 3, test mean loss=0.4566915168495365, test accuracy=0.7950000000000004

counter#4391  epoch: 3, test mean loss=0.4560570972255607, test accuracy=0.8005000000000009

counter#4392  epoch: 3, test mean loss=0.48425047469227855, test accuracy=0.7745000000000004

counter#4393  epoch: 3, test mean loss=0.4783928914340306, test accuracy=0.7760000000000004

counter#4394  epoch: 3, test mean loss=0.4723993977557593, test accuracy=0.7815000000000005

counter#4395  epoch: 3, test mean loss=0.45081430947066103, test accuracy=0.7975000000000004

counter#4396  epoch: 3, test mean loss=0.462573716001436, test accuracy=0.7820000000000004

counter#4397  epoch: 3, test mean loss=0.4604703441610962, test accuracy=0.7890000000000004

counter#4398  epoch: 3, test mean loss=0.4579762425100705, test accuracy=0.7900000000000005

counter#4399  epoch: 3, test mean loss=0.461794802009405, test accuracy=0.7915000000000003

counter#4400  epoch: 3, test mean loss=0.4603518493981251, test accuracy=0.7925000000000004

counter#4401  epoch: 3, test mean loss=0.4731515606585225, test accuracy=0.7760000000000004

counter#4402  epoch: 3, test mean loss=0.47848285554976294, test accuracy=0.7730000000000002

counter#4403  epoch: 3, test mean loss=0.4687555169240695, test accuracy=0.7805000000000004

counter#4404  epoch: 3, test mean loss=0.4891303315295214, test accuracy=0.77

counter#4405  epoch: 3, test mean loss=0.4878946216723705, test accuracy=0.7705000000000001

counter#4406  epoch: 3, test mean loss=0.4960894123687413, test accuracy=0.7670000000000003

counter#4407  epoch: 3, test mean loss=0.5150733663594194, test accuracy=0.7585000000000001

counter#4408  epoch: 3, test mean loss=0.5180213947078315, test accuracy=0.7595000000000001

counter#4409  epoch: 3, test mean loss=0.47914984381584774, test accuracy=0.7755000000000004

counter#4410  epoch: 3, test mean loss=0.48594760927727854, test accuracy=0.7720000000000001

counter#4411  epoch: 3, test mean loss=0.512245263013839, test accuracy=0.7615000000000001

counter#4412  epoch: 3, test mean loss=0.5632606099568878, test accuracy=0.7334999999999999

counter#4413  epoch: 3, test mean loss=0.5384926391617119, test accuracy=0.7454999999999999

counter#4414  epoch: 3, test mean loss=0.4893223280606596, test accuracy=0.7585

counter#4415  epoch: 3, test mean loss=0.4854204207244027, test accuracy=0.7615000000000001

counter#4416  epoch: 3, test mean loss=0.47176569807159197, test accuracy=0.7780000000000001

counter#4417  epoch: 3, test mean loss=0.47822749574571943, test accuracy=0.772

counter#4418  epoch: 3, test mean loss=0.4732629394886627, test accuracy=0.7780000000000002

counter#4419  epoch: 3, test mean loss=0.4671398967309993, test accuracy=0.782

counter#4420  epoch: 3, test mean loss=0.46963004960551785, test accuracy=0.7820000000000001

counter#4421  epoch: 3, test mean loss=0.4635685794313868, test accuracy=0.7835000000000001

counter#4422  epoch: 3, test mean loss=0.48286341551372575, test accuracy=0.7675000000000002

counter#4423  epoch: 3, test mean loss=0.4604052103001796, test accuracy=0.7885000000000005

counter#4424  epoch: 3, test mean loss=0.4529470279376466, test accuracy=0.7915000000000001

counter#4425  epoch: 3, test mean loss=0.4491543711376817, test accuracy=0.7975000000000003

